style,color,status,location,cost,availableDate,price1,price2,price3,price4,price5,userName,userTime,season,ohs,orders,its,pos,division,grp,lot,leadTime,vendorPartNo,shrinkWidth,shrinkHeight,width,cost1,cost2,avgCost,stdCost,vendorColor1,vendorColor2,vendorColor3,actualWidth,active,fabContent,vendDesign1,vendDesign2,vendDesign3,required,atc,uom1,subdivision,type,sizeCat,descript,category,vendor1,vendorPart1,vendor2,vendorPart2,vendor3,vendorPart3,uom2,uom3,updateUser,updateTime,impCat,memo,ldp,customer,fabricType,reserve,reOrderLevel,lstCost,currency1,currency2,currency3,asRaw,id,rawMatType,defaultBomCost,noneInventory,weight,sgtRetailPrice,originalProjection,cost3,uom,lowestNo,bomCost1,bomCost2,bomCost3,bomCost4,bomCost5,allocs,picks,ships,user1,user2,user3,user4,body,bundle,packChk,subStyle,packSizecat,subColor,processType,defBoxType,defQtyPerBox,qtyPerBag,designer,dummy1,lastSoDate,lastPoDate,lastInvoiceDate,lastReceiveDate,userDate,binLocation,binLocation2,receivedQty,subCategory,colorDesc,costSheet,reference1,reference2,totalInvQty,startSellDate,lastEta,webYn,activeYn,userDate1,userDate2,userDate3,firstEta,warehouse,coo,aaqty,otsqty,atsqty,processCutQty,user5,user6,createdDate,fob,ddp,poMemo,ciMemo,fabContentDesc,fg,hsTariffNo,totalQty,invQty,balQty,allocOpen,pickOpen,sosOpen,firstShip,lastShip,imageURL
CS1021,BROWN,ACTIVE,,,,24.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,101.00,80.00,0.00,50.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"JULIET MIDI SKIRT",SKIRTS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"PRINTED CHIFFON",,,,,,,,825,Style,0.0000,,,68.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-04-22 13:46:37","2026-06-25 00:00:00",,"2026-06-25 00:00:00",,,,101,,BROWN,0,,,,,,0,0,,,,,,,101.00,21.00,71.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CS1023,CREAM,ACTIVE,,10.8000,,21.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,88.00,66.00,0.00,72.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"SIN IN ME MINI SKIRT",SKIRTS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"SATIN LACE",,,,,,,,916,Style,0.0000,,,58.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-05-14 00:00:00","2026-04-21 00:00:00","2026-06-27 12:07:36","2026-04-22 00:00:00",,,,612,,CREAM,0,,,614,,,0,0,,,,,,,88.00,22.00,94.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CS1024,GRAY,DROP,,,,21.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"BALLET CLASS MINI SKIRT",SKIRTS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"SWEATER KNIT",,,,,,,,958,Style,0.0000,,,58.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,GRAY,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CS1025,GRAY,DROP,,0.0000,,25.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",FW26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUL",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"IRIS MINI SKIRT",SKIRTS,,,,,,,,,mike,"2026-05-19 16:49:31",,,0.0000,,"POLY BLENDED WOVEN",,,,,,,N,994,Style,0.0000,N,0.00,68.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,GRAY,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CS1027,"SAGE GREEN",ACTIVE,,19.5000,,31.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,74.00,0.00,104.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"SELINA MIDI SKIRT",SKIRTS,,,,,,,,,minji,"2026-05-20 15:28:48",,,0.0000,,"EMBELLISHED CREPE",,,,,,,N,942,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-21 00:00:00","2026-12-29 00:00:00",,,,,,,,"SAGE GREEN",0,,,,,,0,0,,,,,,,0.00,-74.00,30.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CS1031,"PINK MULTI",ACTIVE,,10.5000,,21.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,114.00,66.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"EVEN MORE MINI SKIRT",SKIRTS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"CROCHET KNIT",,,,,,,,936,Style,0.0000,,,58.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-05-14 00:00:00","2026-03-23 00:00:00",,"2026-06-25 00:00:00",,,,114,,"PINK MULTI",0,,,,,,0,0,,,,,,,114.00,48.00,48.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CS1032,MINT,ACTIVE,,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,design,"2026-06-22 13:40:12",,0.00,0.00,0.00,0.00,"ELEVATOR DISCO",,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-L,,SKIRTS,,,,,,,,,design,"2026-06-22 13:40:23",Import,,0.0000,,,,,,,,,N,1705,Style,0.0000,N,0.00,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,PO,,,,,,,,,,,,,,,MINT,0,,,,"2026-06-22 13:39:54",,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-06-22 13:40:12",0.0000,0.0000,,,,,,,,,,,,,,
CS1061,WHITE,ACTIVE,,8.2000,,16.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"DAY DREAM SET",SETS,,,,,,,,,adrian,"2026-05-19 11:03:21",,,0.0000,,CHIFFON,,,,,,,N,866,Style,0.0000,N,0.00,48.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2025-12-26 00:00:00","2026-04-21 00:00:00","2026-04-28 00:00:00","2026-04-27 00:00:00",,,,248,,WHITE,0,,,248,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1001,WHITE,ACTIVE,,9.9000,,21.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,50.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"GET HER TOP",TOPS,,,,,,,,,adrian,"2026-05-19 10:51:32",,,0.0000,,LACE,,,,,,,N,818,Style,0.0000,N,0.00,58.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-06-01 00:00:00","2026-04-22 00:00:00","2026-06-27 11:58:04","2026-05-06 00:00:00",,,,86,,WHITE,0,,,76,,,0,0,,,,,,,50.00,50.00,50.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1002,WHITE,ACTIVE,,8.3000,,21.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,24.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"WEDNESDAY TOP",TOPS,,,,,,,,,adrian,"2026-05-19 10:52:01",,,0.0000,,"POLY LINEN",,,,,,,N,870,Style,0.0000,N,0.00,58.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-21 00:00:00","2026-04-20 00:00:00","2026-06-22 16:47:43","2026-06-11 00:00:00",,,,105,,WHITE,0,,,81,,,0,0,,,,,,,24.00,24.00,24.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1004,PINK,DROP,,,,21.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"REFINED TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,EMBROIDERED,,,,,,,,882,Style,0.0000,,,58.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,PINK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1005,WHITE,DROP,,,,24.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"HELEN TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,TENCEL,,,,,,,,891,Style,0.0000,,,68.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1008,WHITE,DROP,,,,21.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"OFF DAY TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"NYLON MESH",,,,,,,,890,Style,0.0000,,,58.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1009,CREAM,DROP,,8.0000,,24.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"DEWDROP TOP",TOPS,,,,,,,,,shipping,"2026-06-16 16:40:58",,,0.0000,,CHIFFON,,,,,,,N,917,Style,0.0000,N,0.00,68.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-02-05 00:00:00","2026-03-23 00:00:00",,,,,,,,CREAM,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1010,WHITE,DROP,,,,24.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"FIRST SENSE TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"JAQCUARD EMBROIDERED",,,,,,,,972,Style,0.0000,,,68.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1012,"SAGE GREEN",ACTIVE,,10.2000,,24.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,102.00,103.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"DOLLA TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,CHIFFON,,,,,,,,943,Style,0.0000,,,68.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-04-21 00:00:00","2026-01-13 00:00:00",,"2026-06-24 00:00:00",,,,102,,"SAGE GREEN",0,,,,,,0,0,,,,,,,102.00,-1.00,-1.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1014,"LIGHT YELLOW",DROP,,,,28.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"END GOALS TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,TWEED,,,,,,,,963,Style,0.0000,,,78.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,"LIGHT YELLOW",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1015,"PINK CREAM",ACTIVE,,12.3000,,28.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,30.00,36.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"SUNDAY ME POLO TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,PIQUE,,,,,,,,829,Style,0.0000,,,78.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-03-31 00:00:00","2026-04-20 00:00:00","2026-06-27 12:07:36","2026-05-15 00:00:00",,,,87,,"PINK CREAM",0,,,86,,,0,0,,,,,,,30.00,-6.00,-6.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1016,WHITE,ACTIVE,,13.5000,,21.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,60.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MODERN SCANDEL TOP",TOPS,,,,,,,,,Marie,"2026-05-21 15:36:22",,,0.0000,,"COTTON SPAN KNIT",,,,,,,N,869,Style,0.0000,N,0.00,58.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-21 00:00:00","2026-03-13 00:00:00","2026-06-12 14:00:07","2026-06-11 00:00:00",,,,108,,WHITE,0,,,54,,,0,0,,,,,,,60.00,60.00,60.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1017,PINK,DROP,,0.0000,,28.5700,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"BOYFRIEND SHIRT",TOPS,,,,,,,,,shipping,"2026-06-16 16:43:28",,,0.0000,,COTTON,,,,,,,N,930,Style,0.0000,N,0.00,80.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-20 00:00:00","2026-03-23 00:00:00",,,,,,,,PINK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1019,"PINK BROWN",DROP,,,,21.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CLAUDIA TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,COTTON,,,,,,,,883,Style,0.0000,,,58.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,"PINK BROWN",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1020,"PINK BROWN",ACTIVE,,8.9000,,21.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,4.00,12.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"AMBER TOP",TOPS,,,,,,,,,adrian,"2026-05-19 10:53:09",,,0.0000,,COTTON,,,,,,,N,814,Style,0.0000,N,0.00,58.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-03-31 00:00:00","2026-03-13 00:00:00","2026-06-12 14:00:07","2026-05-20 00:00:00",,,,34,,"PINK BROWN",0,,,118,,,0,0,,,,,,,4.00,-8.00,-8.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1021,"PINK MULTI",DROP,,,,21.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"THE HOST TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"CROCHET KNIT",,,,,,,,969,Style,0.0000,,,58.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,"PINK MULTI",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1022,"BLUE MULTI",ACTIVE,,9.0000,,17.1400,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,38.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CASSANDRA TOP",TOPS,,,,,,,,,adrian,"2026-05-19 10:53:31",,,0.0000,,"CROCHET KNIT",,,,,,,N,806,Style,0.0000,N,0.00,48.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-17 00:00:00","2026-04-22 00:00:00","2026-06-04 18:01:00","2026-05-06 00:00:00",,,,60,,"BLUE MULTI",0,,,64,,,0,0,,,,,,,38.00,38.00,38.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1023,BLUE,ACTIVE,,14.6000,,28.5700,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,97.00,6.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ANGIE SHIRT",TOPS,,,,,,,,,adrian,"2026-05-19 10:53:50",,,0.0000,,POPLIN,,,,,,,N,804,Style,0.0000,N,0.00,80.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,6.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-03-31 00:00:00","2026-04-22 00:00:00","2026-06-22 16:47:43","2026-05-07 00:00:00",,,,227,,BLUE,0,,,228,,,0,0,,,,,,,91.00,91.00,91.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1025,"WHITE LIGHT BLUE",ACTIVE,,0.0000,,26.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,48.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CLAUDIA EMBROIDERED TOP",TOPS,,,,,,,,,minji,"2026-05-07 13:26:41",,,0.0000,,"EMBROIDERED COTTON",,,,,,,N,875,Style,0.0000,N,0.00,74.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-21 00:00:00","2026-03-13 00:00:00","2026-06-17 16:05:44","2026-06-11 00:00:00",,,,120,,"WHITE LIGHT BLUE",0,,,72,,,0,0,,,,,,,48.00,48.00,48.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1026,WHITE,ACTIVE,,10.7000,,21.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"UPTOWN TOP",TOPS,,,,,,,,,adrian,"2026-05-19 10:54:23",,,0.0000,,POPLIN,,,,,,,N,871,Style,0.0000,N,0.00,58.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-17 00:00:00","2026-03-13 00:00:00","2026-06-15 15:22:51","2026-05-28 00:00:00",,,,48,,WHITE,0,,,48,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1027,"LIME GREEN",ACTIVE,,,,21.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,36.00,0.00,102.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"VIVIANNE TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,POPLIN,,,,,,,,922,Style,0.0000,,,58.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-03-03 00:00:00","2025-12-30 00:00:00",,,,,,,,"LIME GREEN",0,,,,,,0,0,,,,,,,0.00,-36.00,66.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1028,"BLACK WHITE",ACTIVE,,12.2000,,28.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,18.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MARRY TOP",TOPS,,,,,,,,,adrian,"2026-05-19 10:55:00",,,0.0000,,COTTON,,,,,,,N,837,Style,0.0000,N,0.00,78.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-06-01 14:51:09","2026-03-13 00:00:00","2026-06-16 16:13:50","2026-05-28 00:00:00",,,,102,,"BLACK WHITE",0,,,84,,,0,0,,,,,,,18.00,18.00,18.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1029,WHITE,DROP,,0.0000,,21.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ICONIC TOP",TOPS,,,,,,,,,design,"2026-06-11 11:47:39",,,0.0000,,"TEXTURED ORGANZA",,,,,,,N,892,Style,0.0000,N,0.00,58.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1030,MINT,ACTIVE,,10.0000,,21.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,17.00,6.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"SANDRA TOP",TOPS,,,,,,,,,adrian,"2026-05-19 10:55:25",,,0.0000,,TWEED,,,,,,,N,809,Style,0.0000,N,0.00,58.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,6.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-05-01 00:00:00","2026-04-22 00:00:00","2026-06-26 16:42:15","2026-05-06 00:00:00",,,,73,,MINT,0,,,102,,,0,0,,,,,,,11.00,11.00,11.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1033,BLACK,DROP,,,,29.0000,,,,,yosup,"2026-04-09 15:40:57",SS26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUN",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"SENSATION TOP",TOPS,,,,,,,,,yosup,"2026-04-09 15:40:57",,,,,"EMBROIDERED RAMIE",,,,,,,,952,Style,0.0000,,,78.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,BLACK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
CT1034,BLACK,ACTIVE,,8.0000,,17.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",SS26,45.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 MAY",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MOOD SWINGS TOP",TOPS,,,,,,,,,adrian,"2026-05-19 10:56:05",,,0.0000,,"POLY MESH",,,,,,,N,801,Style,0.0000,N,0.00,48.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-16 00:00:00","2026-04-22 00:00:00","2026-06-10 11:57:02","2026-05-06 00:00:00",,,,86,,BLACK,0,,,82,,,0,0,,,,,,,45.00,45.00,45.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
