count,invoiceNo,status,invoiceDate,cancelDate,customer,billTo,shipTo,shipToStore,dc,subtotal,misc,discount,freight,total,paidAmt,payDiscount,payWriteOff,cmPaidAmt,cmPayDiscount,cmPayWriteOff,term,shipVia,factor,division,bol,paymentNo,customerPoNo,taxRate1,taxRate2,paymentCode,lastPmtDate,soType,voidReason,style,color,imageURL,warehouse,unit1,unit2,unit3,unit4,unit5,unit6,unit7,unit8,unit9,unit10,unit11,unit12,unit13,unit14,unit15,totalUnit,price,extPrice,taxRate,soNo,sosNo,memo,salesRep1,salesRep2,comRate1,comRate2,sodTotalUnit,sodCancelDate,orderNo,userTime,printCount,houseMemo,createUser,createTime,cmNo,account,memoCode,voidDate,dept,user1,user2,user3,user4,userfDate,boxCount,weight,citAppCode,taxCode1,tax1,taxCode2,tax2,salesRep3,comRate3,salesRep4,comRate4,salesRep5,comRate5,factorBatchNo,rgNote,ediSend,ediSentDate,factorEdi,factorEdiDate,citRef,shipDate,trackingNo,qbBatchNo,qbBatchDate,sacPercent,termPaymentDisc,tax,orderDecision,ediFileName,stoPoNo,stoPiNo,pickNo,invdMemo,sodPrice,sodExtPrice,sodStatus,pickOpen,pickClosed,sosOpen,sosClosed,invoice,balance,line,bundle,pcsPerBundle,bundlePerBox,pcsPerBox,numbox,bun1,bun2,bun3,bun4,bun5,bun6,bun7,bun8,bun9,bun10,bun11,bun12,bun13,bun14,bun15,ratioId,footer1,footer2,footer3,footer4,footer5,footer6,footer7,footer8,fabricType,fabDiscript,fabContent,descript,hsTariffNo,sizeWholeComp,termName,shipviaName,paycodeName,citRefNo,payCreditApplied,scanPackhNumBox,store,storeName,email,noneInventory,discountRate,stylePrice,currencyRate,soldInvoiceNo,userName,lastPrintDate,custName,sz1,sz2,sz3,sz4,sz5,sz6,sz7,sz8,sz9,sz10,sz11,sz12,sz13,sz14,sz15,shipmentDate,orderDate,type,reference,dt,cmBal,writeOffAmt,barcode,chk,payAmt,applyAmt,pnRef,coo,ciMemo,sAdd1,sAdd2,sCity,sState,sZip,sName,sCountry,sPhone1,sFax1,commPaid,comPaid,comm1paid,comm2paid,customerName,soCancelDate,price1,price2,price3,qbCmBatchNo,resultMessage,newSoStyleColors,numBundle,cardNum,binLocation,id,cfederalId,cAdd1,cAdd2,cCity,cState,cZip,cName,cCountry,cPhone1,cFax1,dAdd1,dAdd2,dCity,dState,dZip,dName,dCountry,dPhone1,dFax1,invoiceBySo,void,color_price
0,330,Open,7/1/2026 0:00,8/30/2026 0:00,URBAN OUTFITTERS,,KANSAS,Y,                    ,930,0,0,0,930,,,,,,,NET60,UPSG,                    ,ELEVATOR DISCO,,,6778102,,,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,30,,,,,200,,                    ,                    ,0,0,,,53,7/1/2026 18:42,,,adrian,7/1/2026 18:41,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80334814715,,,,,,,,,,317,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,URBAN OUTFITTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,329,Open,7/1/2026 0:00,8/30/2026 0:00,URBAN OUTFITTERS,,KANSAS,Y,                    ,936,0,0,21.22,957.22,,,,,,,NET60,UPSG,                    ,ELEVATOR DISCO,,,6778100,,,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,39,,,,,199,,                    ,                    ,0,0,,,51,7/1/2026 18:35,,,adrian,7/1/2026 18:35,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80336021309,,,,,,,,,,316,,,,,,,,,,957.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,URBAN OUTFITTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,328,Open,7/1/2026 18:30,8/30/2026 18:30,ANTHROPOLOGIE,,ANTHRO KANSAS,Y,                    ,2325,0,0,0,2325,,,,,,,NET60,UPSG,,ELEVATOR DISCO,,,6764609,,,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,75,,,,,198,TICKET COLOR: PINK STRIPE,                    ,                    ,0,0,,,11,7/1/2026 18:30,,,adrian,7/1/2026 18:30,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80305346366,,,,,,,,,,315,,,,,,,,,,2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,ANTHROPOLOGIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,327,Open,7/1/2026 18:24,8/30/2026 18:24,ANTHROPOLOGIE,,ANTHRO KANSAS,Y,                    ,2387,0,0,0,2387,,,,,,,NET60,UPSG,,ELEVATOR DISCO,,,6764632,,,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,77,,,,,197,TICKET COLOR: BROWN,                    ,                    ,0,0,,,16,7/1/2026 18:24,,,adrian,7/1/2026 18:24,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80314594349,,,,,,,,,,314,,,,,,,,,,2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,ANTHROPOLOGIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,326,Open,7/1/2026 18:09,8/30/2026 18:09,ANTHROPOLOGIE,,ANTHRO WEST COAST,Y,                    ,930,0,0,0,930,,,,,,,NET60,UPSG,,ELEVATOR DISCO,,,6764607,,,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,30,,,,,196,TICKET COLOR: PINK STRIPE,                    ,                    ,0,0,,,9,7/1/2026 18:09,,,adrian,7/1/2026 18:09,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80324117087,,,,,,,,,,313,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,ANTHROPOLOGIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,325,Open,7/1/2026 17:59,8/30/2026 17:59,ANTHROPOLOGIE,,ANTHRO GAP,Y,                    ,1395,0,0,0,1395,,,,,,,NET60,UPSG,,ELEVATOR DISCO,,,6764608,,,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,45,,,,,195,TICKET COLOR: PINK STRIPE,                    ,                    ,0,0,,,10,7/1/2026 17:59,,,adrian,7/1/2026 17:59,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80343512060,,,,,,,,,,312,,,,,,,,,,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,ANTHROPOLOGIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,324,Open,7/1/2026 0:00,8/30/2026 0:00,URBAN OUTFITTERS,,KANSAS,Y,                    ,920,0,0,22.51,942.51,,,,,,,NET60,UPSG,                    ,ELEVATOR DISCO,,,6778022,0,0,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,20,,,,,194,,                    ,                    ,0,0,,,45,7/1/2026 17:49,,,adrian,7/1/2026 17:49,0,,,,,,,,,,,,,          ,0,          ,0,,,,,,,,,,,,,,,1ZX016D80306842336,,,,,,,,,,311,,,,,,,,,,942.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,URBAN OUTFITTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,323,Open,7/1/2026 0:00,8/30/2026 0:00,URBAN OUTFITTERS,,KANSAS,Y,                    ,990,0,0,22.51,1012.51,,,,,,,NET60,UPSG,                    ,ELEVATOR DISCO,,,6778050,0,0,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,22,,,,,193,,                    ,                    ,0,0,,,50,7/1/2026 17:44,,,adrian,7/1/2026 17:44,0,,,,,,,,,,,,,          ,0,          ,0,,,,,,,,,,,,,,,1ZX016D80326438272,,,,,,,,,,310,,,,,,,,,,1012.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,URBAN OUTFITTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,322,Open,7/1/2026 0:00,8/30/2026 0:00,URBAN OUTFITTERS,,KANSAS,Y,                    ,1058.68,0,0,0,1058.68,,,,,,,NET60,UPSG,                    ,ELEVATOR DISCO,,,6778024,,,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,38,,,,,192,,                    ,                    ,0,0,,,47,7/1/2026 17:39,,,adrian,7/1/2026 17:38,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80324429660,,,,,,,,,,309,,,,,,,,,,1058.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,URBAN OUTFITTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,321,Open,7/1/2026 0:00,8/30/2026 0:00,ANTHROPOLOGIE,                    ,KC1,N,KC1,2480,0,0,0,2480,,,,,,,NET60,UPSG,                    ,ELEVATOR DISCO,8.10219E+15,,6764632,0,0,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,80,,,,,,,                    ,                    ,0,0,,,1867,7/1/2026 16:33,,,adrian,7/1/2026 16:33,0,,,,,,,,,,,,,          ,0,          ,0,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,2480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,,ANTHROPOLOGIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,320,Closed,7/1/2026 16:26,7/1/2026 16:26,SPLASH,SPLASH,SPLASH,Y,                    ,186,0,0,15.05,201.05,201.05,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,269865040-3,,,CREDIT CARD,7/1/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,6,,,,,181,,SALES,                    ,0.13,0,,,1445,7/1/2026 16:27,1,,esther,7/1/2026 16:26,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80306882301,,,,,,,,,,301,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joni@splashtribe.com,,,,,,esther,7/1/2026 16:27,SPLASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,319,Closed,7/1/2026 16:08,7/1/2026 16:08,SASSY STYLES,SASSY STYLES,SASSY STYLES,Y,                    ,816,0,0,28.54,844.54,844.54,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,263775120-2,,,CREDIT CARD,7/1/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,24,,,,,183,,SALES,                    ,0.13,0,,,1409,7/1/2026 16:09,1,,esther,7/1/2026 16:09,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80331017225,,,,,,,,,,304,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wanettaparag@gmail.com,,,,,,esther,7/1/2026 16:09,SASSY STYLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,318,Closed,7/1/2026 15:57,7/1/2026 15:57,THE COLLECTIVE,THE COLLECTIVE,THE COLLECTIVE,Y,                    ,1212,0,0,33.35,1245.35,1245.35,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,278814266-2,,,CREDIT CARD,7/1/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,54,,,,,184,,SALES,                    ,0.13,0,,,1449,7/1/2026 16:02,2,,esther,7/1/2026 15:58,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80322385032,,,,,,,,,,300,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thecollectiveconshohocken@gmail.com,,,,,,esther,7/1/2026 16:02,THE COLLECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,317,Closed,7/1/2026 15:47,7/1/2026 15:47,LOVE CELINE,                    ,NANTUCKET,Y,                    ,1416,0,0,0,1416,1416,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,294284659-2,,,CREDIT CARD,7/1/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,60,,,,,,,SALES,                    ,0.13,0,,,1728,7/1/2026 16:03,2,,esther,7/1/2026 15:47,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact@shoploveceline.com,,,,,,esther,7/1/2026 16:03,LOVE CELINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,316,Closed,7/1/2026 15:41,7/1/2026 15:41,LOVE CELINE,LOVE CELINE,LOVE CELINE,Y,                    ,576,0,0,54.79,630.79,630.79,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,271379802-2,,,CREDIT CARD,7/1/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,24,,,,,187,,                    ,                    ,0,0,,,1435,7/1/2026 16:03,2,,esther,7/1/2026 15:41,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80327207251,,,,,,,,,,296,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contact@shoploveceline.com,,,,,,esther,7/1/2026 16:03,LOVE CELINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,315,Closed,7/1/2026 15:29,7/1/2026 15:29,ElizabethSolano,ElizabethSolano,ElizabethSolano,Y,,74.84,0,0,0,74.84,74.84,0,0,,,,PREPAY,UPSG,                    ,ELEVATOR DISCO,,,6.8069E+12,,,SHOPIFY,7/1/2026 15:29,SHOPIFY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,1,,,,,,,                    ,                    ,0,0,,,1865,7/1/2026 15:29,,,administrator,7/1/2026 15:29,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elizabethsolano101@gmail.com,,,,,,administrator,,Elizabeth Solano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
